order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior
4731,88415,prior,5,2,17,17
4732,96213,prior,12,0,15,13
4733,36975,prior,20,4,9,2
4734,108790,prior,37,1,15,6
4735,202108,prior,1,3,14,NULL
4736,175707,prior,8,5,12,7
4737,76989,prior,13,1,11,9
4738,65730,prior,36,1,14,8
4739,61236,prior,26,2,12,13
4740,56041,prior,20,1,19,7
4741,145822,prior,5,3,11,4
4742,137426,prior,6,5,10,18
4743,68964,prior,2,2,11,30
4744,162424,prior,27,0,11,8
4745,187018,prior,16,0,17,1
4746,146390,prior,11,4,11,15
4747,87626,prior,2,4,15,30
4748,178034,prior,2,6,9,7
4749,132187,prior,16,2,16,5
4750,38643,prior,18,1,10,30
4751,37732,prior,2,0,16,7
4752,142841,train,67,6,11,5
4753,110705,prior,6,3,12,20
4754,17317,prior,14,0,9,6
4755,63428,prior,4,5,12,16
4756,80971,prior,12,2,14,5
4757,91538,prior,1,6,11,NULL
4758,1920,prior,9,0,22,30
4759,18107,prior,4,1,21,11
4760,38648,prior,21,0,17,30
4761,195811,prior,40,6,23,6
4762,41351,prior,11,2,5,21
4763,52638,prior,1,1,12,NULL
4764,178540,prior,45,1,14,5
4765,76273,prior,4,1,19,13
4766,2496,prior,40,3,11,4
4767,74193,prior,22,1,10,10
4768,200840,prior,6,3,13,2
4769,138790,prior,5,3,16,5
4770,203020,prior,80,3,8,1
4771,165076,prior,17,1,11,7
4772,71704,train,10,6,18,30
4773,78644,prior,25,3,9,2
4774,4490,prior,70,3,9,2
4775,105695,prior,4,0,22,13
4776,178055,prior,18,5,17,7
4777,45492,prior,3,3,11,16
4778,46854,prior,13,5,21,26
4779,37628,prior,25,6,18,8
4780,117679,prior,5,3,8,23
4781,160553,prior,11,3,9,14
4782,71758,prior,2,2,18,30
4783,108505,prior,34,2,13,10
4784,70485,prior,2,0,15,9
4785,160194,prior,4,4,12,3
4786,103889,prior,5,3,9,14
4787,90356,prior,10,0,15,1
4788,194831,prior,18,1,15,7
4789,176386,prior,21,2,10,5
4790,12762,train,4,0,16,30
4791,135145,prior,17,6,11,10
4792,141985,prior,14,6,13,30
4793,76696,prior,2,0,20,27
4794,153907,prior,26,2,9,4
4795,85690,prior,58,5,10,1
4796,176604,prior,20,4,14,6
4797,103026,prior,1,5,15,NULL
4798,89706,prior,5,1,10,14
4799,176465,prior,11,1,12,7
4800,10527,prior,10,1,12,12
4801,142030,train,28,5,17,10
4802,36427,prior,6,3,14,2
4803,134412,prior,10,2,7,11
4804,36538,prior,1,0,16,NULL
4805,25121,prior,20,3,16,30
4806,122051,prior,61,1,11,4
4807,182215,prior,19,1,20,12
4808,52335,prior,16,3,22,8
4809,99051,prior,21,0,17,6
4810,116592,prior,30,1,10,2
4811,89110,prior,2,0,12,7
4812,9161,prior,7,5,10,13
4813,50733,prior,53,2,11,9
4814,1423,prior,7,6,11,6
4815,163311,prior,1,1,15,NULL
4816,188598,prior,25,4,21,7
4817,79372,prior,36,3,13,2
4818,52412,prior,18,3,14,1
4819,44157,prior,15,1,8,7
4820,49210,prior,72,6,18,2
4821,104928,prior,29,3,11,6
4822,167265,prior,5,5,16,26
4823,197075,prior,14,0,14,7
4824,138173,prior,7,6,18,13
4825,84362,prior,1,6,13,NULL
4826,117642,prior,8,6,12,12
4827,59631,train,25,5,17,6
4828,49957,prior,19,2,11,1
4829,22914,prior,10,2,15,3
4830,196915,prior,12,2,15,14
4831,120216,prior,34,1,11,1
4832,67083,prior,10,0,12,2
4833,132402,prior,16,2,17,6
4834,49563,prior,31,0,18,13
4835,119357,prior,7,4,22,5
4836,142249,prior,4,6,13,15
4837,28537,prior,2,2,11,10
4838,47202,prior,46,1,14,10
4839,41439,prior,8,2,15,9
4840,160442,prior,30,2,12,0
4841,51244,prior,12,1,14,20
4842,137357,prior,62,3,12,4
4843,11907,prior,17,4,21,2
4844,161794,train,11,1,21,7
4845,134946,prior,12,6,22,6
4846,95620,prior,3,3,16,9
4847,44249,prior,13,1,9,11
4848,166772,test,6,1,16,19
4849,6721,prior,34,0,12,24
4850,192485,prior,15,2,9,8
4851,16716,prior,20,1,11,11
4852,87616,prior,39,1,12,4
4853,5718,prior,16,6,14,14
4854,179307,prior,30,4,8,4
4855,170822,prior,4,6,16,14
4856,17776,prior,4,3,10,6
4857,203969,prior,26,2,9,5
4858,182067,prior,10,0,15,10
4859,108615,prior,1,6,13,NULL
4860,169517,prior,11,2,14,7
4861,30930,prior,5,6,8,6
4862,63355,prior,12,1,15,5
4863,127807,prior,12,3,10,13
4864,1072,prior,7,5,11,4
4865,126455,prior,62,4,13,5
4866,36205,prior,3,1,8,30
4867,183565,prior,11,2,9,13
4868,22909,prior,42,5,14,5
4869,121036,prior,20,6,19,6
4870,130036,prior,76,3,19,2
4871,186945,prior,7,1,11,24
4872,149150,prior,4,3,11,30
4873,87962,prior,18,1,17,18
4874,70651,prior,23,2,12,22
4875,119706,prior,17,3,13,26
4876,128719,prior,3,4,16,22
4877,85908,prior,9,5,15,4
4878,168799,prior,2,1,12,2
4879,155692,prior,3,6,15,30
4880,94820,prior,9,2,20,6
4881,190301,prior,40,3,13,2
4882,25645,prior,4,6,12,4
4883,70217,prior,34,6,10,6
4884,201845,prior,15,1,17,15
4885,173103,train,4,0,17,6
4886,9364,prior,24,4,17,20
4887,159689,prior,24,5,11,7
4888,79376,prior,9,1,14,5
4889,32497,prior,4,4,15,6
4890,451,prior,16,2,8,4
4891,31807,prior,2,1,14,30
4892,42081,prior,19,1,22,1
4893,67610,prior,23,1,10,20
4894,84830,prior,9,1,2,2
4895,54671,prior,9,4,9,30
4896,40929,prior,38,1,12,6
4897,156724,prior,20,0,12,4
4898,83757,prior,5,4,14,20
4899,23664,prior,39,0,14,3
4900,7293,prior,35,0,9,5
4901,143369,prior,31,2,16,7
4902,204967,prior,24,3,17,0
4903,198103,prior,17,2,11,5
4904,182586,prior,25,5,11,5
4905,42130,prior,2,5,14,2
4906,97726,prior,9,1,12,7
4907,79232,prior,43,1,10,1
4908,138431,prior,3,0,3,30
4909,36939,prior,31,2,11,8
4910,130915,prior,11,2,12,13
4911,131841,prior,3,6,0,1
4912,197767,prior,3,6,13,2
4913,58697,prior,23,0,16,5
4914,131662,train,6,5,15,16
4915,131125,prior,52,5,12,15
4916,69511,prior,28,3,14,7
4917,28758,test,8,3,14,27
4918,70749,train,12,1,12,30
4919,107926,prior,19,6,18,6
4920,145823,prior,57,2,14,12
4921,199212,prior,34,6,16,3
4922,133925,prior,9,3,10,10
4923,64358,prior,23,3,9,7
4924,116145,prior,39,1,9,4
4925,119726,prior,20,5,9,15
4926,27360,prior,16,3,15,0
4927,166136,prior,79,5,13,3
4928,164066,prior,14,6,15,6
4929,54490,prior,15,3,11,7
4930,140404,prior,3,3,5,30
4931,160092,prior,14,0,18,30
4932,176272,prior,1,3,15,NULL
4933,68425,prior,14,3,15,11
4934,142015,prior,6,0,17,30
4935,170218,train,16,5,18,0
4936,152538,prior,36,3,13,2
4937,47336,prior,17,0,13,2
4938,59095,prior,8,2,20,5
4939,71637,prior,47,5,15,2
4940,25141,prior,25,0,18,0
4941,157341,prior,25,2,18,1
4942,69929,prior,1,1,16,NULL
4943,185128,prior,8,1,18,9
4944,113372,prior,8,6,21,9
4945,5098,prior,2,5,13,5
4946,130284,prior,34,2,14,6
4947,137183,prior,20,6,9,19
4948,17964,prior,51,4,12,1
4949,3974,prior,26,3,18,13
4950,78178,prior,31,2,16,8
4951,83071,prior,44,2,11,30
4952,81290,prior,11,1,18,30
4953,94107,prior,1,1,16,NULL
4954,39165,prior,1,6,14,NULL
4955,11755,prior,47,5,22,7
4956,132251,prior,3,6,18,24
4957,203927,prior,4,5,12,7
4958,178573,prior,3,0,9,30
4959,119221,prior,1,2,22,NULL
4960,102167,prior,3,5,18,20
4961,169384,prior,1,5,14,NULL
4962,158652,prior,3,2,11,10
4963,91556,prior,17,1,14,3
4964,30650,prior,15,5,15,2
4965,17896,prior,50,1,9,4
4966,164868,prior,1,2,14,NULL
4967,103448,prior,6,5,14,20
4968,41555,train,5,6,18,26
4969,182090,prior,3,0,7,7
4970,123736,prior,6,0,15,14
4971,143363,prior,2,1,15,11
4972,63236,prior,5,1,19,0
4973,199005,prior,48,5,10,4
4974,23601,prior,3,0,14,30
4975,115945,prior,14,1,19,10
4976,37396,prior,7,2,10,28
4977,194758,prior,21,2,8,9
4978,9006,prior,11,2,18,9
4979,83942,train,23,4,10,5
4980,179300,prior,24,6,14,3
4981,8384,prior,5,2,12,30
4982,43576,prior,23,6,13,16
4983,99608,prior,33,1,10,10
4984,21265,train,12,2,8,8
4985,196057,prior,5,1,21,5
4986,68880,prior,54,4,13,1
4987,178325,prior,22,4,7,8
4988,74025,prior,20,0,1,2
4989,67359,prior,10,0,19,8
4990,70221,prior,12,1,8,8
4991,179528,prior,1,0,17,NULL
4992,158780,prior,34,1,8,6
4993,49618,prior,8,6,10,14
4994,41731,prior,2,0,14,14
4995,182530,prior,22,0,17,7
4996,106735,prior,5,2,9,8
4997,69723,prior,1,6,17,NULL
4998,109196,train,21,4,16,24
4999,43906,prior,2,3,10,6
5000,97539,prior,45,4,9,5
5001,55793,prior,2,2,12,13
5002,36875,prior,40,1,9,5
5003,151359,prior,9,0,16,10
5004,86219,prior,21,0,20,6
5005,136819,prior,3,0,16,30
5006,73258,prior,28,4,7,21
5007,78706,test,14,2,6,14
5008,158648,prior,8,5,14,7
5009,100334,prior,7,6,22,8
5010,824,prior,11,3,8,30
5011,69334,test,19,2,19,30
5012,131864,prior,65,5,11,1
5013,152037,prior,9,2,21,23
5014,54798,prior,32,4,10,1
5015,67498,prior,17,0,17,0
5016,164949,prior,17,3,10,5
5017,83938,prior,1,0,11,NULL
5018,158145,prior,4,0,13,30
5019,116445,prior,2,0,12,8
5020,73477,prior,14,3,15,7
5021,134931,prior,6,1,15,18
5022,86304,prior,3,4,21,9
5023,193672,prior,25,2,16,5
5024,87079,prior,8,4,11,11
5025,18275,prior,62,3,18,2
5026,60710,prior,8,1,15,8
5027,43303,prior,15,1,20,16
5028,73542,prior,33,6,8,10
5029,57673,train,15,3,17,13
5030,115130,prior,9,0,10,23
5031,164799,prior,8,0,12,10
5032,46621,prior,27,2,18,7
5033,144581,prior,9,1,23,17
5034,115153,prior,10,2,14,5
5035,132379,prior,9,1,20,22
5036,108498,prior,3,1,10,30
5037,49531,prior,8,3,16,16
5038,42044,prior,51,1,14,5
5039,188300,prior,6,0,14,26
5040,119078,prior,23,0,12,4
5041,117936,test,4,6,8,30
5042,63868,prior,6,0,19,30
5043,122312,prior,16,5,23,8
5044,144873,train,5,4,15,30
5045,64937,prior,31,5,9,4
5046,193954,train,6,0,10,27
5047,80903,prior,4,0,11,5
5048,125364,prior,15,1,21,5
5049,18440,prior,23,3,17,10
5050,8634,prior,5,2,1,14
5051,54574,prior,2,3,12,12
5052,80146,prior,29,1,19,0
5053,94388,prior,4,2,14,8
5054,7848,prior,2,1,11,6
5055,130572,prior,1,6,15,NULL
5056,72110,prior,23,6,18,10
5057,185363,prior,9,2,10,9
5058,124062,test,7,6,8,30
5059,12479,prior,11,5,11,24
5060,15626,prior,20,1,11,2
5061,23630,prior,4,3,14,12
5062,162640,prior,4,4,18,6
5063,174428,prior,34,0,13,8
5064,140356,prior,34,2,12,3
5065,187188,prior,7,3,16,30
5066,114001,prior,50,5,7,4
5067,17242,prior,8,1,17,14
5068,129805,prior,2,5,14,6
5069,123030,prior,6,1,9,2
5070,181566,prior,17,5,23,13
5071,68400,prior,2,5,3,2
5072,204354,prior,68,5,13,5
5073,119382,prior,43,3,18,4
5074,143329,prior,35,1,10,7
5075,8260,prior,3,1,10,30
5076,205761,prior,4,2,13,30
5077,87354,prior,2,3,20,30
5078,175836,prior,2,2,18,7
5079,197560,prior,1,3,11,NULL
5080,23548,prior,47,4,11,7
5081,90543,train,10,4,13,10
5082,164032,test,4,1,19,30
5083,22524,prior,52,2,14,9
5084,28223,prior,6,4,8,2
5085,24447,prior,4,3,17,20
5086,175768,prior,44,0,15,8
5087,136598,prior,4,0,17,7
5088,20555,prior,7,3,20,8
5089,18700,prior,1,0,11,NULL
5090,159591,prior,75,0,11,3
5091,147279,prior,11,2,8,8
5092,162555,prior,90,0,9,1
5093,131526,prior,9,4,14,8
5094,72396,prior,5,0,12,26
5095,21126,test,22,6,18,9
5096,155588,prior,28,6,15,7
5097,145425,prior,8,3,16,8
5098,103799,prior,2,6,19,6
5099,160364,prior,2,5,11,2
5100,38733,prior,53,1,12,7
5101,56620,prior,14,0,9,7
5102,123042,prior,2,0,18,30
5103,138434,prior,13,1,11,5
5104,87720,prior,1,3,17,NULL
5105,159480,prior,6,4,16,7
5106,13927,prior,85,4,2,3
5107,156953,prior,13,2,20,9
5108,196836,prior,15,0,13,5
5109,127526,test,35,5,12,8
5110,141668,prior,8,5,12,30
5111,92354,prior,5,6,16,25
5112,142899,prior,2,5,10,7
5113,66181,prior,14,0,17,6
5114,19918,prior,48,3,10,6
5115,87274,prior,2,6,11,7
5116,123194,train,4,6,15,23
5117,5403,train,4,1,16,30
5118,62851,prior,14,0,13,14
5119,158397,prior,13,0,18,10
5120,159043,prior,29,5,10,4
5121,69370,prior,6,2,13,30
5122,98245,prior,3,2,18,9
5123,39115,prior,19,3,15,16
5124,24667,prior,4,2,13,5
5125,5897,prior,10,2,16,4
5126,21653,prior,22,1,11,6
5127,91163,prior,6,1,16,8
5128,16670,test,7,5,17,21
5129,31773,prior,38,1,10,8
5130,87145,prior,18,3,9,12
5131,191381,prior,19,6,15,16
5132,59216,prior,17,3,16,12
5133,166348,prior,21,3,12,0
5134,114493,prior,12,0,8,10
5135,19569,prior,13,3,17,17
5136,138149,prior,5,2,19,20
5137,184051,prior,29,4,9,3
5138,44285,prior,54,1,17,5
5139,179929,prior,15,0,11,3
5140,43373,prior,6,6,14,7
5141,93869,prior,1,5,14,NULL
5142,7744,prior,90,6,10,3
5143,186333,prior,1,4,17,NULL
5144,167350,prior,6,1,15,9
5145,55666,prior,15,0,9,13
5146,1767,prior,16,5,5,25
5147,55360,prior,28,3,18,2
5148,41789,prior,9,6,17,6
5149,15765,prior,9,5,16,30
5150,2258,prior,1,1,11,NULL
5151,123993,prior,1,0,17,NULL
5152,127336,prior,8,1,19,22
5153,167438,prior,25,0,8,4
5154,148126,prior,7,2,12,7
5155,61101,prior,16,0,14,30
5156,175361,prior,18,1,15,3
5157,7205,prior,9,3,14,1
5158,25306,prior,61,6,15,1
5159,100514,prior,2,1,9,1
5160,54592,prior,4,3,16,25
5161,26620,prior,22,1,10,9
5162,198103,prior,22,3,20,8
5163,201554,prior,6,3,15,30
5164,132875,prior,15,4,7,3
5165,134805,prior,25,0,15,15
5166,81370,test,25,2,21,3
5167,204305,prior,24,2,17,9
5168,175166,prior,12,1,11,28
5169,107019,prior,9,6,10,23
5170,138013,prior,7,2,18,2
5171,193181,prior,4,2,11,9
5172,135410,prior,26,0,21,7
5173,130271,prior,61,5,19,0
5174,102148,prior,25,0,10,15
5175,137796,prior,11,6,2,12
5176,167425,prior,8,6,3,20
5177,157506,prior,2,3,10,9
5178,199959,prior,69,0,12,4
5179,42762,prior,6,5,12,9
5180,47879,prior,3,0,21,6
5181,186986,prior,2,6,14,6
5182,174358,prior,2,2,9,4
5183,76919,prior,10,3,20,30
5184,84204,prior,6,2,9,24
5185,102149,prior,17,3,15,9
5186,109411,prior,6,3,16,4
5187,87421,prior,9,2,17,14
5188,127930,prior,8,6,8,27
5189,74592,prior,1,0,12,NULL
5190,47617,prior,11,1,13,6
5191,116000,prior,5,0,13,26
5192,8637,prior,2,1,14,17
5193,70426,prior,9,4,8,7
5194,101845,prior,10,3,8,5
5195,68425,prior,34,1,18,9
5196,129266,prior,14,5,19,7
5197,179526,prior,37,1,9,5
5198,161427,prior,13,5,12,20
5199,34881,prior,10,2,12,4
5200,122284,prior,12,5,11,30
5201,123002,prior,2,6,17,13
5202,41052,prior,9,4,14,30
5203,14825,prior,3,6,17,10
5204,157398,prior,1,1,14,NULL
5205,164361,prior,3,0,17,7
5206,6754,prior,27,5,16,0
5207,36848,prior,22,1,16,6
5208,48203,prior,5,0,15,5
5209,115773,prior,36,6,8,7
5210,79570,prior,73,2,16,1
5211,126236,prior,12,1,20,6
5212,113397,prior,4,0,9,9
5213,36052,prior,21,1,15,3
5214,93453,prior,7,4,9,5
5215,138602,prior,31,1,9,8
5216,174086,test,4,5,23,12
5217,152017,prior,18,1,9,6
5218,142586,prior,23,5,8,5
5219,146145,prior,19,1,12,17
5220,101428,prior,5,3,13,13
5221,139724,prior,8,6,9,14
5222,40913,prior,3,3,10,14
5223,105219,prior,51,0,13,11
5224,96849,prior,14,6,8,20
5225,181653,prior,6,1,10,5
5226,186338,prior,35,0,17,0
5227,34587,prior,7,1,16,14
5228,1753,prior,8,6,11,8
5229,145304,prior,27,3,16,2
5230,191465,prior,32,0,7,8
5231,191233,prior,10,3,7,5
5232,166079,prior,5,1,12,3
5233,121984,prior,19,1,9,4
5234,20414,prior,4,0,15,7
5235,86736,prior,12,2,18,5
5236,174496,prior,7,5,12,30
5237,92646,prior,4,3,18,2
5238,189413,prior,7,0,8,7
5239,79431,prior,5,1,15,30
5240,15165,prior,22,1,10,15
5241,202939,prior,23,5,13,7
5242,149209,prior,53,1,9,7
5243,10412,prior,3,2,21,30
5244,14873,prior,13,5,12,4
5245,148155,prior,73,5,16,5
5246,123406,prior,8,0,9,27
5247,178667,prior,2,2,14,18
5248,139652,prior,97,5,8,3
5249,186524,prior,9,3,22,20
5250,42818,prior,1,4,17,NULL
5251,151939,prior,43,4,8,15
5252,59180,prior,93,1,13,8
5253,91397,prior,32,5,13,5
5254,121537,prior,4,6,10,20
5255,96772,prior,6,3,22,30
5256,162759,prior,23,2,9,22
5257,9278,prior,22,6,12,9
5258,139614,prior,30,6,16,8
5259,83393,prior,8,4,20,12
5260,12759,prior,23,3,19,3
5261,64128,prior,4,3,15,7
5262,109807,prior,1,5,18,NULL
5263,163680,prior,4,0,15,7
5264,90461,prior,9,4,19,4
5265,64852,prior,17,6,9,6
5266,140915,prior,4,0,17,5
5267,156788,prior,13,5,15,5
5268,158791,prior,28,0,10,8
5269,190391,prior,3,5,21,6
5270,45564,prior,39,3,10,3
5271,66766,prior,23,3,4,4
5272,48049,prior,41,1,15,0
5273,177909,prior,1,2,9,NULL
5274,182212,prior,5,4,16,14
5275,158494,prior,18,1,13,14
5276,190132,prior,7,5,8,14
5277,185164,prior,13,2,15,4
5278,82614,prior,6,3,13,3
5279,194173,prior,13,0,17,21
5280,40270,prior,2,3,16,30
5281,179342,prior,47,5,13,3
5282,149231,prior,5,5,17,7
5283,16261,prior,4,4,19,2
5284,141583,prior,33,1,12,6
5285,91305,prior,4,2,10,30
5286,122954,prior,6,1,10,30
5287,188525,prior,14,1,18,7
5288,64941,prior,14,3,10,2
5289,46839,prior,2,3,18,8
5290,98567,prior,21,2,9,1
5291,34404,prior,6,2,16,6
5292,98673,prior,14,1,9,6
5293,585,prior,1,0,12,NULL
5294,99610,prior,8,0,11,30
5295,116877,prior,5,2,6,8
5296,49841,prior,20,0,12,6
5297,96671,prior,2,3,21,4
5298,65807,prior,67,4,7,1
5299,164000,train,8,6,15,28
5300,82943,prior,65,3,6,5
5301,138246,prior,22,2,7,17
5302,3060,prior,1,2,17,NULL
5303,151929,prior,1,1,9,NULL
5304,171956,prior,65,5,7,4
5305,55802,prior,10,5,23,19
5306,142652,prior,24,1,12,13
5307,183535,prior,10,6,11,29
5308,61740,prior,7,2,17,8
5309,145850,prior,11,1,20,10
5310,122308,prior,18,0,16,5
5311,41233,prior,6,3,14,13
5312,180886,prior,12,6,14,6
5313,135976,prior,3,3,10,7
5314,56542,prior,4,5,22,5
5315,84596,prior,15,0,14,3
5316,6035,prior,16,0,16,7
5317,31534,prior,10,3,16,10
5318,152016,prior,72,4,9,6
5319,196224,prior,65,1,14,1
5320,200922,prior,1,1,23,NULL
5321,135041,prior,13,5,16,26
5322,27450,prior,6,3,17,4
5323,155649,prior,9,5,20,0
5324,150058,prior,16,4,12,7
5325,68443,prior,16,0,17,14
5326,117870,prior,11,6,10,12
5327,141912,prior,31,0,7,14
5328,52844,prior,13,1,11,30
5329,108087,prior,13,0,17,8
5330,194042,prior,4,1,9,7
5331,92519,prior,5,4,14,16
5332,165121,prior,20,0,22,0
5333,42814,prior,2,3,14,4
5334,5474,prior,1,5,12,NULL
5335,199973,prior,51,3,13,1
5336,37030,prior,8,3,19,2
5337,113690,prior,16,2,14,7
5338,120862,prior,2,0,17,3
5339,194974,prior,3,5,17,9
5340,138801,prior,34,3,16,15
5341,6990,prior,16,1,17,4
5342,111651,prior,76,1,12,2
5343,107607,prior,72,4,18,4
5344,118381,prior,6,0,15,9
5345,33526,prior,27,6,10,13
5346,76324,prior,22,5,9,2
5347,17896,prior,45,4,9,0
5348,78354,prior,7,0,10,1
5349,22822,test,4,6,12,8
5350,5818,prior,22,5,9,6
5351,67583,prior,10,5,11,15
5352,155022,prior,67,5,8,11
5353,43758,prior,35,4,16,2
5354,182558,train,100,3,8,4
5355,8759,prior,4,5,12,30
5356,131467,train,13,4,14,7
5357,175316,prior,1,6,20,NULL
5358,26984,prior,23,1,18,4
5359,68036,prior,17,5,11,2
5360,32875,prior,4,3,17,12
5361,185298,prior,5,0,11,7
5362,43058,train,15,0,22,30
5363,134478,prior,22,2,12,3
5364,195426,prior,3,3,18,7
5365,142785,train,26,4,20,30
5366,184169,test,20,0,18,30
5367,84568,prior,12,5,11,8
5368,155891,train,33,3,14,6
5369,179284,prior,10,1,17,6
5370,146945,prior,37,5,13,2
5371,123765,prior,38,3,16,6
5372,65418,prior,3,0,9,6
5373,35851,prior,14,6,15,28
5374,114846,prior,29,6,20,5
5375,44103,prior,68,0,10,2
5376,101651,prior,14,2,13,5
5377,105237,prior,9,4,14,13
5378,136737,prior,68,1,14,6
5379,204854,prior,44,4,14,6
5380,54235,prior,39,3,16,2
5381,196072,prior,2,4,14,10
5382,94911,prior,3,1,12,6
5383,25902,prior,18,5,9,14
5384,165372,prior,9,5,13,22
5385,140873,prior,22,1,17,2
5386,71517,prior,2,2,16,26
5387,160226,prior,3,6,7,17
5388,42066,prior,5,3,17,10
5389,62205,prior,32,4,8,2
5390,150809,prior,73,2,7,2
5391,68264,prior,11,5,19,6
5392,15652,prior,8,6,18,7
5393,157295,prior,7,0,13,30
5394,192631,prior,18,6,9,26
5395,52028,prior,9,6,15,8
5396,160118,prior,6,5,20,8
5397,198571,prior,18,4,14,3
5398,164721,prior,18,5,10,8
5399,179408,prior,3,1,16,30
5400,172542,test,6,4,18,15
5401,96458,prior,32,5,10,5
5402,129309,prior,6,2,12,8
5403,96912,prior,8,0,13,14
5404,136325,train,4,1,16,7
5405,193815,prior,40,2,13,10
5406,141574,prior,23,0,10,13
5407,122182,prior,17,6,0,7
5408,147274,prior,8,5,7,18
5409,184858,prior,45,5,11,11
5410,189237,prior,2,0,18,14
5411,125460,prior,16,4,10,7
5412,106103,prior,17,5,9,15
5413,2286,prior,11,6,10,8
5414,100340,prior,27,6,9,9
5415,62675,test,6,1,15,30
5416,149570,train,5,4,17,30
5417,3741,prior,30,3,10,7
5418,169007,prior,13,5,12,15
5419,172065,prior,28,5,13,4
5420,26092,prior,75,2,7,2
5421,36716,prior,9,4,14,15
5422,57628,prior,3,4,18,22
5423,53837,prior,45,1,14,2
5424,104997,prior,7,2,17,2
5425,20645,prior,9,0,8,4
5426,121916,prior,7,1,15,7
5427,174461,prior,4,1,15,12
5428,171579,prior,25,3,15,3
5429,133235,prior,40,5,19,10
5430,143198,prior,42,4,15,1
5431,189831,prior,9,4,17,3
5432,110626,prior,3,4,17,0
5433,100301,train,19,0,17,1
5434,65678,prior,6,0,11,30
5435,102841,prior,5,4,9,15
5436,44327,prior,2,4,12,16
5437,135502,train,31,2,14,15
5438,171540,prior,25,2,13,11
5439,172775,prior,3,1,19,4
5440,119172,prior,33,2,7,7
5441,141346,prior,3,4,11,3
5442,40703,prior,19,3,13,9
5443,139891,prior,11,1,9,9
5444,11998,prior,6,1,13,5
5445,94171,prior,24,4,16,30
5446,19439,prior,17,1,8,27
5447,109964,train,6,0,13,15
5448,107494,prior,7,0,9,4
5449,61476,prior,76,4,6,0
5450,182616,prior,13,1,11,13
5451,193521,prior,6,2,13,5
5452,36627,prior,27,3,14,2
5453,39545,prior,2,3,20,6
5454,129749,prior,73,5,17,0
5455,179528,prior,7,2,14,8
5456,166743,prior,18,2,11,27
5457,69645,prior,2,6,16,30
5458,185128,prior,46,3,16,6
5459,159491,train,6,3,8,10
5460,40556,train,27,0,11,6
5461,44035,prior,44,5,15,0
5462,31639,prior,6,5,10,6
5463,5314,prior,15,1,18,13
5464,171586,prior,11,6,15,19
5465,46516,prior,17,0,19,21
5466,43745,train,4,6,18,18
5467,37108,prior,17,5,9,7
5468,87436,train,10,3,15,30
5469,101937,prior,14,3,13,7
5470,42991,prior,8,3,14,13
5471,114143,prior,14,4,19,12
5472,171626,prior,6,1,19,30
5473,39911,prior,71,1,10,8
5474,175965,prior,9,2,23,7
5475,190322,prior,14,4,7,3
5476,42681,prior,7,0,21,8
5477,105896,prior,2,2,14,0
5478,90235,prior,44,4,15,3
5479,119504,prior,44,3,13,4
5480,187864,prior,4,0,16,30
5481,88081,prior,28,0,11,12
5482,145724,prior,32,6,18,0
5483,32001,prior,51,2,10,2
5484,34124,prior,5,0,11,1
5485,84792,prior,11,1,13,30
5486,177710,prior,5,2,9,4
5487,198823,prior,23,3,8,7
5488,193981,prior,4,2,14,30
5489,178750,prior,3,4,17,10
5490,187500,prior,1,0,16,NULL
5491,120863,prior,9,0,14,30
5492,177891,prior,2,0,14,10
5493,73127,prior,68,5,11,7
5494,115433,prior,1,4,8,NULL
5495,3828,prior,1,2,16,NULL
5496,55864,prior,35,2,23,5
5497,42206,prior,42,4,13,17
5498,126382,prior,16,0,14,13
5499,74846,prior,26,2,20,7
5500,68431,prior,1,0,19,NULL
5501,70256,prior,8,1,8,16
5502,203241,prior,27,6,22,6
5503,123245,prior,19,4,14,4
5504,46275,prior,6,2,11,30
5505,90160,prior,2,2,18,30
5506,204486,prior,10,5,15,7
5507,114133,prior,51,5,9,8
5508,34602,prior,14,3,10,2
5509,109634,prior,1,3,16,NULL
5510,6094,prior,13,5,14,1
5511,44983,prior,5,4,15,20
5512,180562,prior,17,4,5,2
5513,55074,prior,24,3,8,0
5514,87634,prior,19,0,17,6
5515,22447,prior,7,4,11,30
5516,117193,prior,6,1,13,30
5517,159338,prior,8,0,9,20
5518,26938,prior,13,5,8,8
5519,181163,prior,7,1,17,7
5520,205173,prior,6,4,8,30
5521,5241,prior,19,4,9,12
5522,204793,prior,4,1,16,25
5523,170248,prior,52,1,12,3
5524,95161,prior,31,1,13,4
5525,117395,test,14,4,8,30
5526,18984,prior,3,6,22,0
5527,82110,prior,37,3,16,5
5528,27186,prior,7,0,22,6
5529,20689,prior,3,5,14,4
5530,62373,prior,20,4,16,3
5531,122000,prior,10,1,20,2
5532,156201,train,62,6,17,5
5533,84768,prior,11,4,10,18
5534,161486,prior,9,1,13,12
5535,97409,train,5,3,12,30
5536,201640,prior,22,0,18,30
5537,9682,prior,57,2,10,4
5538,148867,prior,9,5,15,7
5539,68521,prior,20,6,11,17
5540,51811,prior,5,3,10,29
5541,119141,prior,1,1,13,NULL
5542,154645,prior,2,3,20,2
5543,72656,prior,5,0,8,30
5544,113791,prior,1,1,17,NULL
5545,53574,prior,3,5,13,10
5546,148248,prior,7,3,17,15
5547,97984,prior,9,2,20,22
5548,42764,prior,2,1,14,25
5549,134984,prior,67,0,9,1
